Description,Drivetrain,Manufacturer,ModelNumber,ModelYear,Package,PassDoors,Style_ID,TrimName
+ Awd *ltd Avail*,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE1GZ00,2026,481702,4,Sport Utility,+
Sport Awd,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE1GZSP,2026,481703,4,Sport Utility,Sport
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGA00,2026,470386,4,Sport Utility,2.5T Advanced
2.5t Advanced Technology Package Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGA55,2026,470387,4,Sport Utility,2.5T Advanced Technology Package
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGP00,2026,470388,4,Sport Utility,2.5T Prestige
3.5t Sport Quilting Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGS00,2026,470389,4,Sport Utility,3.5T Sport Quilting
3.5t Sport Suede Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGSAU,2026,473370,4,Sport Utility,3.5T Sport Suede
2.5t Advanced Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW5K2DGA00,2026,479284,4,Sport Utility,2.5T Advanced
2.5t Advanced With-Technology Package Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW5K2DGA55,2026,479285,4,Sport Utility,2.5T Advanced
3.5t Advanced With-Technology Package Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGA55,2026,479286,4,Sport Utility,3.5T Advanced
3.5t Prestige Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGP00,2026,479287,4,Sport Utility,3.5T Prestige
3.5t Prestige Awd 7-Passenger Black-Package,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGPBL,2026,479288,4,Sport Utility,3.5T Prestige Black
3.5t E-Sc Awd,ALL_WHEEL_DRIVE,GENESIS,V8CC7K3BGP00,2026,479433,4,Sport Utility,3.5T e-SC
3.5t E-Sc Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,V8CC7K3BGPBL,2026,479434,4,Sport Utility,3.5T e-SC Prestige Black
