Description,Drivetrain,Manufacturer,ModelName,ModelNumber,ModelYear,Package,PassDoors,TrimName,engine_type
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 MHEV,WXSF86,2026,483114,4,GS,ev
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 MHEV,WXLF86,2026,483115,4,GS-L,ev
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 MHEV,WXTF86,2026,483116,4,GT,ev
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 MHEV,WXPG86,2026,483117,4,GT-P,ev
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 MHEV,WXKG86,2026,483118,4,Signature,ev
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 PHEV,VXSP86,2026,483119,4,GS,ev
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 PHEV,VXLP86,2026,483120,4,GS-L,ev
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 PHEV,VXTP86,2026,483121,4,GT,ev
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,CX-90 PHEV,VXKP86,2026,483122,4,Signature,ev
Gx Fwd,FRONT_WHEEL_DRIVE,MAZDA,Mazda3,DVXL86,2026,483005,4,GX,
Gs Fwd,FRONT_WHEEL_DRIVE,MAZDA,Mazda3,DVSL86,2026,483006,4,GS,
Gt Fwd,FRONT_WHEEL_DRIVE,MAZDA,Mazda3,DVTL86,2026,483007,4,GT,
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,Mazda3,DXSL86,2026,483008,4,GS,
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,Mazda3,DXTL86,2026,483009,4,GT,
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,Mazda3,DXTM86,2026,483010,4,GT w/Turbo,
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,Mazda3 Sport,SVXL86,2026,483028,4,GX,
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,Mazda3 Sport,SVSL86,2026,483029,4,GS,
Gt Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,Mazda3 Sport,SVTL66,2026,483030,4,GT,
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,Mazda3 Sport,SVTL86,2026,483031,4,GT,
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,Mazda3 Sport,SXSL86,2026,483032,4,GS,
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,Mazda3 Sport,SXTL86,2026,483033,4,GT,
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,Mazda3 Sport,SXTM86,2026,483034,4,GT w/Turbo,
Gs Manual,REAR_WHEEL_DRIVE,MAZDA,MX-5,L2SK66,2026,483880,2,GS,
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,MX-5,L2PK66,2026,483881,2,GS-P,
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,MX-5,L2PK86,2026,483882,2,GS-P,
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,MX-5,L2TK66,2026,483883,2,GT,
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,MX-5,L2TK86,2026,483884,2,GT,
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,MX-5 RF,L3PK66,2026,483885,2,GS-P,
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,MX-5 RF,L3PK86,2026,483886,2,GS-P,
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,MX-5 RF,L3TK66,2026,483887,2,GT,
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,MX-5 RF,L3TK86,2026,483888,2,GT,
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,Accord Hybrid,CY2F5RJ,2024,448274,4,Sport,
Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,Accord Hybrid,CY2F8RKN,2024,448275,4,Touring,
EX CVT,FRONT_WHEEL_DRIVE,HONDA,Accord Sedan,CY1F3RJ,2024,448171,4,EX,
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback,FL1H8RJ,2024,446977,4,Sport,
Sport Touring Manual,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback,FL1G8RKN,2024,446978,4,Sport Touring,
Sport Touring CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback,FL1H8RKN,2024,446979,4,Sport Touring,
EX CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan,FE2F3RJ,2024,445420,4,EX,
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan,FE2F5RJ,2024,445421,4,Sport,
Touring CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan,FE1F9RKN,2024,445422,4,Touring,
LX-B CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan,FE2F2RET,2024,445423,4,LX-B,
Manual,FRONT_WHEEL_DRIVE,HONDA,Civic Si Sedan,FE1E5RK,2024,445465,4,,
Manual,FRONT_WHEEL_DRIVE,HONDA,Civic Type R,FL5G4RG,2024,452410,4,,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,CR-V,RS4H5RJS,2024,443586,4,Sport,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,CR-V,RS4H7RJS,2024,443587,4,EX-L,
LX-B AWD,ALL_WHEEL_DRIVE,HONDA,CR-V,RS4H2RESX,2024,443588,4,LX-B,
LX-B 2WD,FRONT_WHEEL_DRIVE,HONDA,CR-V,RS3H2RESX,2024,443589,4,LX-B,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,CR-V Hybrid,RS6H9RKSX,2024,443601,4,Touring,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,CR-V Hybrid,RS6H7RJSX,2024,443602,4,EX-L,
EX-L Navi AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H7RK,2024,439889,4,EX-L Navi,
LX-B AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H3REX,2024,439890,4,LX-B,
Sport-B AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H5RJX,2024,439891,4,Sport-B,
LX-B 2WD CVT,FRONT_WHEEL_DRIVE,HONDA,HR-V,RZ1H3REX,2024,439892,4,LX-B,
EX-L Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H6RJN,2024,446119,4,EX-L,
Touring Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H8RKN,2024,446120,4,Touring,
Black Edition Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H0RKN,2024,446121,4,Black Edition,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF8H2RJ,2024,452219,4,Sport,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF8H6RJN,2024,452220,4,TrailSport,
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF8H8RKN,2024,452221,4,Black Edition,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H3RE,2024,446980,4,Sport,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H4REN,2024,446981,4,EX-L,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H6RJ,2024,446982,4,TrailSport,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H7RKN,2024,446983,4,Touring,
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H8RKN,2024,446984,4,Black Edition,
EX AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H2RE,2024,456013,4,EX,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H4RJ,2024,456014,4,EX-L,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H6RJ,2024,456015,4,Touring,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F1RJ,2024,452433,4,Sport,
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F8RKN,2024,452434,4,Black Edition,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F6RJN,2024,452435,4,TrailSport,
Sport-L eCVT,FRONT_WHEEL_DRIVE,HONDA,Accord Hybrid,CY2F7SJN,2025,464597,4,Sport-L,
Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,Accord Hybrid,CY2F8SKN,2025,464598,4,Touring,
SE CVT,FRONT_WHEEL_DRIVE,HONDA,Accord Sedan,CY1F4SJ,2025,464596,4,SE,
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback,FL2H8SE,2025,464571,4,Sport,
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback Hybrid,FL4H8SJ,2025,464762,4,Sport,
Sport Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback Hybrid,FL4H9SKN,2025,464763,4,Sport Touring,
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan,FE2F5SJ,2025,460785,4,Sport,
LX CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan,FE2F2SE,2025,460786,4,LX,
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan Hybrid,FE4F8SJ,2025,460883,4,Sport,
Sport Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan Hybrid,FE4F8SKN,2025,460884,4,Sport Touring,
Manual,FRONT_WHEEL_DRIVE,HONDA,Civic Si Sedan,FE1E5SK,2025,463075,4,,
Manual,FRONT_WHEEL_DRIVE,HONDA,Civic Type R,FL5G4SG,2025,465223,4,,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,CR-V,RS4H5SJS,2025,458858,4,Sport,
LX AWD,ALL_WHEEL_DRIVE,HONDA,CR-V,RS4H2SES,2025,458859,4,LX,
LX 2WD,FRONT_WHEEL_DRIVE,HONDA,CR-V,RS3H2SES,2025,458860,4,LX,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,CR-V Hybrid,RS6H7SJSX,2025,458861,4,EX-L,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,CR-V Hybrid,RS6H9SKSX,2025,458862,4,Touring,
LX AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H3SE,2025,459072,4,LX,
Sport AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H5SJ,2025,459073,4,Sport,
EX-L Navi AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H7SK,2025,459074,4,EX-L Navi,
LX 2WD CVT,FRONT_WHEEL_DRIVE,HONDA,HR-V,RZ1H3SE,2025,459075,4,LX,
Touring Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H8SKN,2025,462215,4,Touring,
Black Edition Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H0SKN,2025,462216,4,Black Edition,
Sport Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H4SJ,2025,462217,4,Sport,
Sport-L Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H7SJN,2025,462218,4,Sport-L,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF8H2SJ,2025,462232,4,Sport,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF8H6SJN,2025,462233,4,TrailSport,
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF8H8SKN,2025,462234,4,Black Edition,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H3SE,2025,457612,4,Sport,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H4SEN,2025,457613,4,EX-L,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H6SJ,2025,457614,4,TrailSport,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H7SKN,2025,457615,4,Touring,
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H9SKN,2025,457616,4,Black Edition,
EX AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H2SE,2025,477393,4,EX,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H4SJ,2025,477394,4,EX-L,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H6SJ,2025,477395,4,Touring,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F1SJ,2025,462991,4,Sport,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F6SJN,2025,462992,4,TrailSport,
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F8SKN,2025,462993,4,Black Edition,
Sport-L eCVT,FRONT_WHEEL_DRIVE,HONDA,Accord Hybrid,CY2F7TJVN,2026,483347,4,Sport-L,
Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,Accord Hybrid,CY2F8TKVN,2026,483348,4,Touring,
SE CVT,FRONT_WHEEL_DRIVE,HONDA,Accord Sedan,CY1F4TJV,2026,483346,4,SE,
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback,FL2H8TE,2026,480283,4,Sport,
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback Hybrid,FL4H8TJY,2026,480281,4,Sport,
Sport Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,Civic Hatchback Hybrid,FL4H9TKNY,2026,480282,4,Sport Touring,
LX CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan,FE2F2TE,2026,478588,4,LX,
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan,FE2F5TJ,2026,478589,4,Sport,
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan Hybrid,FE4F8TJ,2026,478590,4,Sport,
Sport Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,Civic Sedan Hybrid,FE4F8TKN,2026,478591,4,Sport Touring,
Manual,FRONT_WHEEL_DRIVE,HONDA,Civic Si Sedan,FE1E5TK,2026,478811,4,,
Manual,FRONT_WHEEL_DRIVE,HONDA,Civic Type R,FL5G4TG,2026,485475,4,,
LX AWD,ALL_WHEEL_DRIVE,HONDA,CR-V,RS4H2TES,2026,477734,4,LX,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,CR-V,RS4H5TJS,2026,477735,4,Sport,
LX 2WD,FRONT_WHEEL_DRIVE,HONDA,CR-V,RS3H2TES,2026,477736,4,LX,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,CR-V Hybrid,RS6H7TJGX,2026,477737,4,EX-L,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,CR-V Hybrid,RS6H9TKGX,2026,477738,4,Touring,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,CR-V Hybrid,RS6H5TJGX,2026,477739,4,Sport,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,CR-V Hybrid,RS6H6TJG,2026,477740,4,TrailSport,
LX AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H3TE,2026,477771,4,LX,
Sport AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H5TJ,2026,477772,4,Sport,
EX-L AWD CVT,ALL_WHEEL_DRIVE,HONDA,HR-V,RZ2H7TKY,2026,477773,4,EX-L,
LX 2WD CVT,FRONT_WHEEL_DRIVE,HONDA,HR-V,RZ1H3TE,2026,477774,4,LX,
Sport Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H4TJ,2026,480143,4,Sport,
Sport-L Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H7TJN,2026,480144,4,Sport-L,
Touring Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H8TKN,2026,480145,4,Touring,
Black Edition Auto,FRONT_WHEEL_DRIVE,HONDA,Odyssey,RL6H0TKN,2026,480146,4,Black Edition,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF9H5TK,2026,477730,4,TrailSport,
TrailSport Blackout AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF9H5TKX,2026,477731,4,TrailSport Blackout,
TrailSport Touring AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF9H8TKN,2026,477732,4,TrailSport Touring,
TrailSport Touring Blackout AWD,ALL_WHEEL_DRIVE,HONDA,Passport,YF9H8TKNX,2026,477733,4,TrailSport Touring Blackout,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H3TE,2026,483162,4,Sport,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H4TEN,2026,483163,4,EX-L,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H6TJ,2026,483164,4,TrailSport,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H7TKN,2026,483165,4,Touring,
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,Pilot,YG1H9TKN,2026,483166,4,Black Edition,
Coupe,FRONT_WHEEL_DRIVE,HONDA,Prelude,BF1D6TE,2026,482997,2,,
EX AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H2TE,2026,484086,4,EX,
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H4TJ,2026,484087,4,EX-L,
Touring AWD,ALL_WHEEL_DRIVE,HONDA,Prologue,3B4H6TJ,2026,484088,4,Touring,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F1TJ,2026,481493,4,Sport,
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F6TJN,2026,481494,4,TrailSport,
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,Ridgeline,YK3F8TKN,2026,481495,4,Black Edition,
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-B,2024,439265,4,ES,
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-F,2024,439266,4,SE,
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-G,2024,439267,4,SEL,
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-X,2024,439268,4,GT,
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-N,2024,447971,4,NOIR,
Es Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,Mirage,CG44-A,2024,443870,4,ES,
Gt Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,Mirage,CG44-T,2024,443871,4,GT,
Noir Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,Mirage,CG44-N,2024,443872,4,NOIR,
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-B,2024,446113,4,ES,
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-D,2024,446114,4,SE,
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-F,2024,446115,4,LE,
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-G,2024,446116,4,SEL,
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-X,2024,446117,4,GT,
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-X,2024,446118,4,GT Premium,
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-N,2024,460910,4,GT NOIR,
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-B,2024,447075,4,ES,
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-F,2024,447076,4,LE,
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-G,2024,447077,4,SEL,
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-X,2024,447078,4,GT,
Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-N,2024,455290,4,NOIR,
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-A,2024,446465,4,ES,
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-B,2024,446466,4,ES,
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-E,2024,446467,4,SE,
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-G,2024,446468,4,SEL,
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-Z,2024,446469,4,GT,
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-N,2024,446470,4,NOIR,
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-B,2025,466272,4,ES,
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-F,2025,466273,4,SE,
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-G,2025,466274,4,SEL,
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-X,2025,466275,4,GT,
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-N,2025,466276,4,NOIR,
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-B,2025,470581,4,ES,
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-D,2025,470582,4,SE,
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-F,2025,470583,4,LE,
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-G,2025,470584,4,SEL,
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-X,2025,470585,4,GT,
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-X,2025,470586,4,GT Premium,
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-B,2025,459713,4,ES,
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-F,2025,459714,4,LE,
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-G,2025,459715,4,SEL,
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-X,2025,459716,4,GT,
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-D,2025,459717,4,SE,
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-N,2025,459718,4,GT NOIR,
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-A,2025,470165,4,ES,
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-B,2025,470166,4,ES,
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-E,2025,470167,4,SE,
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-G,2025,470168,4,SEL,
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-N,2025,470169,4,NOIR,
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-Z,2025,470170,4,GT,
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-B,2026,477389,4,ES,
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-F,2026,477390,4,SE,
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-X,2026,477391,4,GT,
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,Eclipse Cross,CE45-N,2026,477392,4,NOIR,
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-B,2026,481877,4,ES,
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-D,2026,481878,4,SE,
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-F,2026,481879,4,LE,
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-G,2026,481880,4,SEL,
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-X,2026,481881,4,GT,
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-X,2026,481882,4,GT Premium,
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander,CO45-N,2026,483389,4,GT NOIR,
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-B,2026,483107,4,ES,
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-D,2026,483108,4,SE,
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-F,2026,483109,4,LE,
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-G,2026,483110,4,SEL,
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-X,2026,483111,4,GT,
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,Outlander Plug-In Hybrid,COEV-N,2026,483112,4,GT NOIR,
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-A,2026,481614,4,ES,
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-B,2026,481615,4,ES,
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-E,2026,481616,4,SE,
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-G,2026,481617,4,SEL,
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-N,2026,481618,4,NOIR,
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,RVR,CS45-Z,2026,481619,4,GT,
